JCAT , SatcatLaunch_Tag Piece     , Type     , Name                        , PLName                      , LDate      , Parent      , SDate              , Primary, DDate              , Status Dest   , Owner       , State , Manufacturer, Bus              , Motor       , Mass     , DryMass   , TotMass  , Length, Diamete, Span   , Shape                    , ODate      , Perigee, Apogee, Inc   , OpOrbitOQU AltNames, STATUS, OBJECT_NAME             , OBJECT_ID , EPOCH                     , MEAN_MOTION, ECCENTRICITY, INCLINATION, RA_OF_ASC_NODE, ARG_OF_PERICENTER, MEAN_ANOMALY, EPHEMERIS_TYPE, CLASSIFICATION_TYPE, NORAD_CAT_ID, ELEMENT_SET_NO, REV_AT_EPOCH, BSTAR         , MEAN_MOTION_DOT, MEAN_MOTION_DDOT, LAST_UPDATED       , DATA_SOURCE               , TLE_LINE1                                                            , TLE_LINE2                                                            , N2YO_SAT_NAME              , TLE_FETCHED
40920, 40920 2015-050   2015-050A , P        , Kosmos-2507                 , Rodnik-S No. 23L            , 2015 Sep 23, S40923      , 2015 Sep 23 2344?  , Earth  , -                  , O      -      , VVKOV       , RU    , RESH        , Strela-3M        , -           , 280      , 280       , 280      , 1.6   , 0.8    , 7.0  ? , Cyl + Ant                , 2015 Sep 25, 1497   , 1506  , 82.50 , LEO/I  -           , ACTIVE, COSMOS 2507             , 2015-050A , 2025-10-03T14:45:17.995104, 12.42915916, 0.00089436  ,     82.4902,       239.3677,          181.2303,     178.8756,            0.0, U                  ,      40920.0,          999.0,      45498.0, 0.0002067951  , 3.9e-07        , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40920U 15050A   25277.50023944  .00000036  00000-0  18984-3 0  9998, 2 40920  82.4903 238.8163 0008973 179.2346 180.8749 12.42915980455094, COSMOS 2507                , YES
40921, 40921 2015-050   2015-050B , P        , Kosmos-2508                 , Rodnik-S No. 24L            , 2015 Sep 23, S40923      , 2015 Sep 23 2344?  , Earth  , -                  , O      -      , VVKOV       , RU    , RESH        , Strela-3M        , -           , 280      , 280       , 280      , 1.6   , 0.8    , 7.0  ? , Cyl + Ant                , 2015 Sep 25, 1496   , 1505  , 82.49 , LEO/I  -           , ACTIVE, COSMOS 2508             , 2015-050B , 2025-10-03T15:32:31.293888, 12.42902271, 0.00126924  ,     82.4857,       237.9494,          220.7209,     139.2922,            0.0, U                  ,      40921.0,          999.0,      45497.0, 0.00012844735 , 2.8e-07        , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40921U 15050B   25277.53304201  .00000021  00000-0  83391-4 0  9999, 2 40921  82.4858 237.3978 0012702 218.6436 141.3736 12.42902309455083, COSMOS 2508                , YES
40922, 40922 2015-050   2015-050C , P        , Kosmos-2509                 , Rodnik-S No. 25L            , 2015 Sep 23, S40923      , 2015 Sep 23 2344?  , Earth  , -                  , O      -      , VVKOV       , RU    , RESH        , Strela-3M        , -           , 280      , 280       , 280      , 1.6   , 0.8    , 7.0  ? , Cyl + Ant                , 2015 Sep 25, 1498   , 1508  , 82.49 , LEO/I  -           , ACTIVE, COSMOS 2509             , 2015-050C , 2025-10-03T14:06:12.204864, 12.42923225, 0.00129876  ,     82.4863,       238.0747,          241.6751,     118.3019,            0.0, U                  ,      40922.0,          999.0,      45500.0, 0.00017531935 , 3.4e-07        , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40922U 15050C   25277.47308366  .00000019  00000-0  67650-4 0  9996, 2 40922  82.4864 237.5231 0012990 239.5899 120.3897 12.42923247455112, COSMOS 2508                , YES
40930, 40930 2015-052   2015-052A , P        , ASTROSAT                    , ASTROSAT                    , 2015 Sep 28, S40937      , 2015 Sep 28 0452   , Earth  , -                  , O      -      , ISRO        , IN    , ISAC        , Astrosat         , AOCS        , 1513     , 1470      , 1513     , 2.0   , 1.3    , 7.0  ? , Box+ 2 pan               , 2015 Sep 29, 632    , 650   , 5.99  , LEO/E  -           , ACTIVE, ASTROSAT                , 2015-052A , 2025-10-03T04:25:11.417952, 14.8173375 , 0.00086161  ,      5.996 ,       204.3291,          320.5379,      39.4121,            0.0, U                  ,      40930.0,          999.0,      54163.0, 0.00040445035 , 3.938e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40930U 15052A   25277.46302850  .00003287  00000-0  32409-3 0  9991, 2 40930   5.9960 195.1320 0008373 337.8749  22.1018 14.81739311541822, ASTROSAT                   , YES
40938, 40938 2015-053   2015-053A , P      O , Beidou DW 20                , Beidou-3 I2-S               , 2015 Sep 29, S40939      , 2015 Sep 29 2338   , Earth  , -                  , O      -      , CNSA        , CN    , CAST        , BD-3I            , AKM?        , 1150    ?, 1150    ? , 1150    ?, 2.5  ?, 1.7  ? , 10.0  ?, Box + 2 Pan              , 2015 Oct  8, 35606  , 35953 , 55.02 , GEO/T  -   COMPASS , ACTIVE, BEIDOU-3S IGSO-2S       , 2015-053A , 2025-10-01T22:41:58.314048,  1.00286863, 0.0061899   ,     49.6271,       261.8549,          189.7915,     354.7434,            0.0, U                  ,      40938.0,          999.0,       3676.0, 0.0           , -1.01e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40938U 15053A   25274.94581382 -.00000101  00000-0  00000+0 0  9990, 2 40938  49.6271 261.8549 0061899 189.7915 354.7434  1.00286863 36769, BEIDOU I2-S                , YES
40940, 40940 2015-054   2015-054A , P        , Sky Muster                  , NBN Co. 1                   , 2015 Sep 30, S40943      , 2015 Sep 30 2057   , Earth  , -                  , O      -      , NBN         , AU    , SSL         , SSL-1300         , R-4D?       , 6440     , 3500    ? , 6440     , 8.5   , 3.0    , 26.0   , Box + 2 pan              , 2015 Oct  8, 35744  , 35777 , 0.07  , GEO/D  -           , ACTIVE, SKY MUSTER 1 (NBN1A)    , 2015-054A , 2025-10-03T10:53:25.504224,  1.00271616, 0.00017916  ,      0.0136,       238.3003,          303.2946,     134.4432,            0.0, U                  ,      40940.0,          999.0,       3668.0, 0.0           , -2.78e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40940U 15054A   25277.45286042 -.00000277  00000-0  00000+0 0  9992, 2 40940   0.0151 243.2687 0001803 300.7381 132.6914  1.00271351 36692, SKY MUSTER                 , YES
40941, 40941 2015-054   2015-054B , P        , ARSAT-2                     , ARSAT-2                     , 2015 Sep 30, S40942      , 2015 Sep 30 2102   , Earth  , -                  , O      -      , ARSAT       , AR    , INVAP       , ARSAT-Bus        , S400        , 2977     , 1500    ? , 2977     , 4.9   , 1.8    , 16.3   , Box + 2 panels           , 2015 Oct 13, 34792  , 36799 , 0.06  , GEO/D  -           , ACTIVE, ARSAT 2                 , 2015-054B , 2025-10-03T10:20:08.739744,  1.00270562, 0.00021633  ,      0.0471,       281.7955,          257.0125,     267.6233,            0.0, U                  ,      40941.0,          999.0,       3672.0, 0.0           , -2.24e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40941U 15054B   25277.49429751 -.00000224  00000-0  00000+0 0  9995, 2 40941   0.0444 282.1038 0002258 255.9052 292.3886  1.00272448 36747, ARSAT 2                    , YES
40946, 40946 2015-056   2015-056A , P        , Morelos 3                   , Mexsat-2                    , 2015 Oct  2, S40947      , 2015 Oct  2 1320   , Earth  , -                  , O      -      , AEMX        , MX    , BOES        , BSS-702HP        , R-4D        , 5400    ?, 2800    ? , 5400    ?, 9.0   , 3.0    , 41.0   , Box + 2pan+dish          , 2015 Oct 18, 35767  , 35805 , 7.12  , GEO/I  -           , ACTIVE, MORELOS 3               , 2015-056A , 2025-10-03T13:06:35.119584,  1.00272148, 0.00033879  ,      3.0261,         7.4068,          181.3901,     267.2475,            0.0, U                  ,      40946.0,          999.0,       3671.0, 0.0           , -4e-07         , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40946U 15056A   25277.46576779 -.00000040  00000-0  00000+0 0  9998, 2 40946   3.0265   7.4356 0003378 182.5930 237.9537  1.00272267 36726, MORELOS 3                  , YES
40959, 40959 2015-057   2015-057B , P        , Jilin-1 Shipin 1            , Jilin-1SP01                 , 2015 Oct  7, A08414      , 2015 Oct  7 0423?  , Earth  , -                  , O      -      , CGSTL       , CN    , HARB/CIOMP  , JL-1             , -           , 95       , 95        , 95       , 1.5  ?, 1.0  ? , 1.5  ? , Box                      , 2015 Oct  9, 639    , 664   , 98.04 , LEO/S  -           , ACTIVE, LINGQIAO VIDEO A        , 2015-057B , 2025-10-03T15:08:45.074400, 14.76849388, 0.00176725  ,     97.6562,       279.352 ,           28.5842,     331.6334,            0.0, U                  ,      40959.0,          999.0,      53753.0, 0.000328902   , 2.267e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40959U 15057B   25277.51186501  .00001896  00000-0  27612-3 0  9990, 2 40959  97.6561 280.1878 0017598  25.8394 334.3692 14.76852342537667, LINGQIAO VIDEO A           , YES
40960, 40960 2015-057   2015-057C , P        , Jilin-1 Shipin 2            , Jilin-1SP02                 , 2015 Oct  7, A08414      , 2015 Oct  7 0423?  , Earth  , -                  , O      -      , CGSTL       , CN    , HARB/CIOMP  , JL-1             , -           , 95       , 95        , 95       , 1.5  ?, 1.0  ? , 1.5  ? , Box                      , 2015 Oct  9, 639    , 663   , 98.04 , LEO/S  -           , ACTIVE, LINGQIAO VIDEO B        , 2015-057C , 2025-10-03T14:56:51.824256, 14.76920774, 0.00178381  ,     97.6543,       280.5592,           28.6252,     331.5935,            0.0, U                  ,      40960.0,          999.0,      53757.0, 0.00030991881 , 2.137e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40960U 15057C   25277.50356796  .00001994  00000-0  28957-3 0  9998, 2 40960  97.6543 281.3946 0017782  25.7431 334.4662 14.76922918537704, LINGQIAO VIDEO B           , YES
40961, 40961 2015-057   2015-057D , P        , Jilin-1 Guangxe A xing      , Jilin-1GXA                  , 2015 Oct  7, A08414      , 2015 Oct  7 0423?  , Earth  , -                  , O      -      , CGSTL       , CN    , HARB/CIOMP  , JL-1             , -           , 420      , 420       , 420      , 2.0  ?, 1.5  ? , 2.0  ? , Box                      , 2015 Oct  9, 640    , 664   , 98.04 , LEO/S  -           , ACTIVE, JILIN-1                 , 2015-057D , 2025-10-03T14:49:24.314592, 14.77627167, 0.00177382  ,     97.6505,       283.8941,           23.577 ,     336.625 ,            0.0, U                  ,      40961.0,          999.0,      53771.0, 0.00028931284 , 2.026e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40961U 15057D   25277.49796721  .00001780  00000-0  25502-3 0  9999, 2 40961  97.6504 284.7299 0017657  20.7990 339.3936 14.77629456537841, JILIN 1                    , YES
40965, 40965 2015-058   2015-058B , P       c, Aerocube 5c                 , AC-5C                       , 2015 Oct  8, S40978  1   , 2015 Oct  8 1556?  , Earth  , -                  , O      -      , AERO        , US    , AERO        , Cubesat 1.5U     , -           , 2        , 2         , 2        , 0.2   , 0.1    , 0.2    , Box                      , 2015 Oct 13, 500    , 802   , 64.78 , LEO/I  -           , ACTIVE, AEROCUBE 5C             , 2015-058B , 2025-10-03T11:21:36.226080, 14.894938  , 0.01472731  ,     64.7703,       340.1217,          161.7706,     198.8766,            0.0, U                  ,      40965.0,          999.0,      32739.0, 0.00065484179 , 7.508e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40965U 15058B   25277.48045036  .00006283  00000-0  55076-3 0  9991, 2 40965  64.7701 336.9982 0147117 161.4136 199.2432 14.89506575327545, AEROCUBE 5C                , YES
40966, 40966 2015-058   2015-058C , P       c, Aerocube 7                  , AC-7                        , 2015 Oct  8, S40978  1   , 2015 Oct  8 1556?  , Earth  , -                  , O      -      , AERO        , US    , AERO        , Cubesat 1.5U     , -           , 2        , 2         , 2        , 0.2   , 0.1    , 0.2    , Box                      , 2015 Oct 13, 500    , 802   , 64.78 , LEO/I  -   OCSD A  , ACTIVE, AEROCUBE 7              , 2015-058C , 2025-10-03T13:03:44.283456, 14.9306194 , 0.01380963  ,     64.7652,       327.1622,          161.6573,     198.9594,            0.0, U                  ,      40966.0,          999.0,      32760.0, 0.00070487997 , 8.707e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40966U 15058C   25277.48198941  .00007402  00000-0  60166-3 0  9996, 2 40966  64.7649 324.2372 0137941 161.3177 199.3073 14.93075514327741, AEROCUBE 7                 , YES
40967, 40967 2015-058   2015-058D , P       c, AMSAT AO-85                 , Fox-1A                      , 2015 Oct  8, S40978  2   , 2015 Oct  8 1559?  , Earth  , -                  , O      -      , AMNA        , US    , AMNA        , Cubesat 1U       , -           , 1        , 1         , 1        , 0.1   , 0.1    , 0.1    , Box                      , 2015 Oct 13, 496    , 802   , 64.78 , LEO/I  -           , ACTIVE, FOX-1A (AO-85)          , 2015-058D , 2025-10-03T15:17:30.988608, 14.88998295, 0.01436938  ,     64.7784,       355.1479,          156.0332,     204.7558,            0.0, U                  ,      40967.0,          999.0,       7534.0, 0.00072723856 , 8.165e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40967U 15058D   25277.44312454  .00007138  00000-0  63789-3 0  9990, 2 40967  64.7784 352.6510 0143568 155.7513 205.0446 14.89009414 75463, FOX-1A (AO-85)             , YES
40968, 40968 2015-058   2015-058E , P       c, BisonSat                    , Nwist Qwiqway               , 2015 Oct  8, S40978  2   , 2015 Oct  8 1559?  , Earth  , -                  , O      -      , SKC         , US    , SKC         , Cubesat 1U       , -           , 1        , 1         , 1        , 0.1   , 0.1    , 0.1    , Box                      , 2015 Oct 13, 497    , 801   , 64.78 , LEO/I  -           , ACTIVE, SINOD-D 1               , 2015-058E , 2025-10-03T11:30:53.960544, 14.93149329, 0.01325199  ,     64.7783,       341.2459,          154.7421,     206.0253,            0.0, U                  ,      40968.0,          999.0,       7829.0, 0.00082743191 , 0.00010128     , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40968U 15058E   25277.48443868  .00008477  00000-0  69518-3 0  9992, 2 40968  64.7781 338.1132 0132338 154.3717 206.4037 14.93166894 78447, BISONSAT                   , YES
40970, 40970 2015-058   2015-058G , P       c, SNAP-3 ALICE                , SMDC Nanosatellite Program  , 2015 Oct  8, S40978  3   , 2015 Oct  8 1602?  , Earth  , -                  , O      -      , SMDC        , US    , DUCOMM      , Cubesat 3U       , -           , 5.300    , 5.300     , 5.300    , 0.3   , 0.1    , 0.5  ? , Box+ 8 pan               , 2015 Oct 13, 495    , 801   , 64.78 , LEO/I  -           , ACTIVE, SNAP-3 ALICE            , 2015-058G , 2025-10-03T08:15:00.171072, 15.27045701, 0.00600644  ,     64.7619,       246.6779,          155.18  ,     205.2241,            0.0, U                  ,      40970.0,          999.0,       7730.0, 0.0022650292  , 0.00064019     , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40970U 15058G   25276.34375198  .00064019  00000-0  22650-2 0  9998, 2 40970  64.7619 246.6779 0060064 155.1800 205.2241 15.27045701 77307, SNAP-3 ALICE               , YES
40971, 40971 2015-058   2015-058H , P       c, LMRST                       , LMRST                       , 2015 Oct  8, S40978  4   , 2015 Oct  8 1605?  , Earth  , -                  , O      -      , JPL         , US    , JPL         , Cubesat 3U       , -           , 3        , 3         , 3        , 0.3   , 0.1    , 0.3    , Box                      , 2015 Oct 13, 493    , 800   , 64.78 , LEO/I  -           , ACTIVE, LMRST-SAT               , 2015-058H , 2025-10-03T11:07:25.242240, 14.88679549, 0.01462729  ,     64.7787,       351.5709,          157.7289,     203.0265,            0.0, U                  ,      40971.0,          999.0,       7531.0, 0.00078478055 , 8.813e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40971U 15058H   25277.47115367  .00006223  00000-0  55921-3 0  9995, 2 40971  64.7787 348.4508 0146109 157.3675 203.3970 14.88690529 75467, LMRST-SAT                  , YES
40972, 40972 2015-058   2015-058J , P       c, SNAP-3 EDDIE                , SMDC Nanosatellite Program  , 2015 Oct  8, S40978  5   , 2015 Oct  8 1608?  , Earth  , -                  , O      -      , SMDC        , US    , DUCOMM      , Cubesat 3U       , -           , 5.300    , 4.500     , 5.300    , 0.3   , 0.1    , 0.5  ? , Box+ 8 pan               , 2015 Oct 13, 496    , 801   , 64.78 , LEO/I  -           , ACTIVE, SNAP-3 EDDIE            , 2015-058J , 2025-10-03T08:32:28.101120, 15.27596626, 0.00646594  ,     64.7539,       238.8069,          157.8476,     202.5472,            0.0, U                  ,      40972.0,          999.0,       7942.0, 0.0022819942  , 0.00066195     , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40972U 15058J   25276.35588080  .00066195  00000-0  22820-2 0  9993, 2 40972  64.7539 238.8069 0064659 157.8476 202.5472 15.27596626 79425, SNAP-3 EDDIE               , YES
40973, 40973 2015-058   2015-058K , P ------c, PropCube Merryweather       , PropCube-1                  , 2015 Oct  8, S40978  6   , 2015 Oct  8 1611?  , Earth  , -                  , O      -      , USNPS       , US    , TYVAK       , Cubesat 1U       , -           , 1        , 1         , 1        , 0.1   , 0.1    , 0.1    , Box                      , 2015 Oct 13, 494    , 800   , 64.78 , LEO/I  -           , ACTIVE, PROPCUBE 3              , 2015-058K , 2025-10-03T11:47:12.108768, 14.91870201, 0.01400608  ,     64.7711,       333.2042,          159.8336,     200.8389,            0.0, U                  ,      40973.0,          999.0,       7647.0, 0.00069335068 , 8.329e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40973U 15058K   25276.49111237  .00008329  00000-0  69335-3 0  9993, 2 40973  64.7711 333.2042 0140061 159.8336 200.8389 14.91870201 76472, PROPCUBE 3                 , YES
40974, 40974 2015-058   2015-058L , P ------c, SINOD-D-1                   , SINOD-D-1                   , 2015 Oct  8, S40978  6   , 2015 Oct  8 1611?  , Earth  , -                  , O      -      , SRII        , US    , SRII        , Cubesat 2U       , -           , 2        , 2         , 2        , 0.2   , 0.1    , 0.2    , Box                      , 2015 Oct 13, 494    , 801   , 64.78 , LEO/I  -           , ACTIVE, BISONSAT                , 2015-058L , 2025-10-03T09:35:08.007072, 15.08741402, 0.00989018  ,     64.7613,       279.4478,          157.689 ,     202.858 ,            0.0, U                  ,      40974.0,          999.0,       7677.0, 0.0012826713  , 0.00022548     , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40974U 15058L   25276.39939823  .00022548  00000-0  12827-2 0  9994, 2 40974  64.7613 279.4478 0098902 157.6890 202.8580 15.08741402 76772, SINOD-D 1                  , YES
40975, 40975 2015-058   2015-058M , P ------c, SNAP-3 JIMI                 , SMDC Nanosatellite Program  , 2015 Oct  8, S40978  7   , 2015 Oct  8 1614?  , Earth  , -                  , O      -      , SMDC        , US    , DUCOMM      , Cubesat 3U       , -           , 5.300    , 5.300     , 5.300    , 0.3   , 0.1    , 0.5  ? , Box+ 8 pan               , 2015 Oct 13, 494    , 801   , 64.78 , LEO/I  -           , ACTIVE, SNAP-3 JIMI             , 2015-058M , 2025-10-03T12:52:02.382816, 14.9847767 , 0.01232944  ,     64.7669,       309.6187,          158.727 ,     201.9038,            0.0, U                  ,      40975.0,          999.0,       7571.0, 0.00081338744 , 0.00011264     , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40975U 15058M   25277.47047532  .00009253  00000-0  67081-3 0  9993, 2 40975  64.7665 306.6798 0123133 158.3967 202.2410 14.98495263 75859, SNAP-3 JIMI                , YES
40976, 40976 2015-058   2015-058N , P ------c, PropCube Flora              , PropCube-3                  , 2015 Oct  8, S40978  8   , 2015 Oct  8 1617?  , Earth  , -                  , O      -      , USNPS       , US    , TYVAK       , Cubesat 1U       , -           , 1        , 1         , 1        , 0.1   , 0.1    , 0.1    , Box                      , 2015 Oct 13, 493    , 800   , 64.78 , LEO/I  -           , ACTIVE, PROPCUBE 1 (FLORA)      , 2015-058N , 2025-10-03T10:58:33.901248, 14.87369021, 0.01458273  ,     64.7774,         9.8723,          159.7236,     200.975 ,            0.0, U                  ,      40976.0,          999.0,       7805.0, 0.00088841795 , 9.642e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40976U 15058N   25277.53312770  .00007325  00000-0  67918-3 0  9997, 2 40976  64.7776   6.5479 0145658 159.3384 201.3701 14.87383056 78215, PROPCUBE 1                 , YES
40977, 40977 2015-058   2015-058P , P ------c, SINOD-D-3                   , SINOD-D-3                   , 2015 Oct  8, S40978  8   , 2015 Oct  8 1617?  , Earth  , -                  , O      -      , SRII        , US    , SRII        , Cubesat 2U       , -           , 2        , 2         , 2        , 0.2   , 0.1    , 0.2    , Box                      , 2015 Oct 13, 494    , 800   , 64.78 , LEO/I  -           , ACTIVE, SINOD-D 3               , 2015-058P , 2025-10-03T11:10:24.828960, 14.9143371 , 0.01348023  ,     64.7755,       356.017 ,          158.8628,     201.8131,            0.0, U                  ,      40977.0,          999.0,       7643.0, 0.001047834   , 0.00012365     , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40977U 15058P   25277.47136970  .00008900  00000-0  75895-3 0  9990, 2 40977  64.7756 352.8889 0134625 158.5032 202.1810 14.91450098 76583, SINOD-D 3                  , YES
40982, 40982 2015-059   2015-059A , P        , Apstar 9                    , Apstar 9                    , 2015 Oct 16, S40983      , 2015 Oct 16 1642   , Earth  , -                  , O      -      , APT         , HK    , CAST        , DFH-4            , DFH-4 LAE   , 5000    ?, 2500    ? , 5000    ?, 5.0  ?, 2.5  ? , 30.0  ?, Box+ 2 pan               , 2015 Oct 29, 35782  , 35788 , 0.12  , GEO/S  -           , ACTIVE, APSTAR-9                , 2015-059A , 2025-10-03T14:44:53.580192,  1.00271251, 0.00033136  ,      0.0165,       104.301 ,           91.8675,     179.6572,            0.0, U                  ,      40982.0,          999.0,       3654.0, 0.0           , -2.65e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40982U 15059A   25277.53725251 -.00000265  00000-0  00000+0 0  9999, 2 40982   0.0230  92.9362 0003342 105.0126 150.9716  1.00270780 36551, APSTAR 9                   , YES
40984, 40984 2015-060   2015-060A , P        , Turksat 4B                  , Turksat 4B                  , 2015 Oct 16, S40985      , 2015 Oct 17 0553   , Earth  , -                  , O      -      , TURKS       , TR    , MELCO       , DS-2000          , R-4D-11-164 , 4928     , 2500    ? , 4928     , 6.2   , 3.8    , 25.3   , Box + 2 pan              , 2015 Oct 30, 35787  , 35805 , 0.03  , GEO/D  -           , ACTIVE, TURKSAT 4B              , 2015-060A , 2025-10-03T13:53:15.645120,  1.00271188, 0.00022616  ,      0.018 ,       111.069 ,           70.7964,      88.9797,            0.0, U                  ,      40984.0,          999.0,       3652.0, 0.0           , 1.15e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 40984U 15060A   25277.43491075  .00000116  00000-0  00000+0 0  9990, 2 40984   0.0232 102.8617 0002259  81.5299  35.5491  1.00271406 36536, TURKSAT 4B                 , YES
41579, 41579 2016-034   2016-034A , P        , Geo-IK-2 No. 12L            , Musson-2 No. 12L            , 2016 Jun  4, S41580      , 2016 Jun  4 1510?  , Earth  , -                  , O      -      , TSVS        , RU    , RESH        , Geo-IK-2 14F31   , -           , 900    ? , 900    ?  , 900    ? , 3.0  ?, 1.3    , 3.0  ? , Cyl + 2 Pan              , 2016 Jun  7, 936    , 961   , 99.28 , LEO/S  -   Kosmos-2, ACTIVE, COSMOS 2517 (GEO-IK 2)  , 2016-034A , 2025-10-03T18:48:25.509312, 13.85903661, 8.17e-05    ,     99.1959,       285.3893,           94.4013,     265.7237,            0.0, U                  ,      41579.0,          999.0,      47211.0, 0.00017426    , 1.56e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41579U 16034A   25277.50556748  .00000126  00000-0  14800-3 0  9998, 2 41579  99.1954 286.0978 0000822  94.6979 265.4271 13.85903812472214, COSMOS 2517 (GEO-IK)       , YES
41581, 41581 2016-035   2016-035A , P      O , Intelsat IS-31              , Intelsat ISDLA-2            , 2016 Jun  9, S41582      , 2016 Jun  9 2241   , Earth  , -                  , O      -      , INTELU/DTVLA, US    , SSL         , LS-1300S         , R-4D-11     , 6450     , 3000      , 6450     , 8.6   , 3.1    , 32.4   , Box + 2 panels           , 2016 Jul  9, 35776  , 35795 , 0.12  , GEO/S  -           , ACTIVE, INTELSAT 31 (IS-31)     , 2016-035A , 2025-10-03T11:28:59.592864,  1.00272676, 0.00016929  ,      0.0161,       227.1694,          359.4581,     223.0023,            0.0, U                  ,      41581.0,          999.0,       3410.0, 0.0           , -1.51e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41581U 16035A   25277.48170917 -.00000150  00000-0  00000+0 0  9990, 2 41581   0.0181 231.5838 0001622 356.7444 223.4601  1.00271609 34118, INTELSAT 31                , YES
41586, 41586 2016-037   2016-037A , P      O , Beidou DW 23                , Beidou-2 G7                 , 2016 Jun 12, S41587      , 2016 Jun 12 1556   , Earth  , -                  , O      -      , CNSA        , CN    , CAST        , DFH-3B           , FY-25       , 3060    ?, 1700      , 3060    ?, 3.0  ?, 1.7  ? , 18.0  ?, Box + 2 Pan              , 2016 Jul 12, 35776  , 35797 , 1.80  , GEO/S  -   COMPASS , ACTIVE, BEIDOU-2 G7             , 2016-037A , 2025-10-03T14:49:05.784384,  1.00268981, 0.00053359  ,      1.5799,        66.792 ,          344.7232,     293.8872,            0.0, U                  ,      41586.0,          999.0,        431.0, 0.0           , -3.51e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41586U 16037A   25276.61742806 -.00000351  00000-0  00000-0 0  9997, 2 41586   1.5799  66.7920 0005336 344.7232 293.8872  1.00268981  4311, BEIDOU G7                  , YES
41588, 41588 2016-038   2016-038A , P        , ABS-2A                      , ABS-2A                      , 2016 Jun 15, S41589      , 2016 Jun 15 1504   , Earth  , -                  , O      -      , ABSHK       , HK    , BOES        , BSS-702SP        , XIPS-25     , 1954     , 1500    ? , 1954     , 4.6   , 2.1    , 40.0  ?, Box + 2 Pan              , 2016 Jun 17, 397    , 62595 , 24.64 , HEO    -           , ACTIVE, ABS-2A (MONGOLSAT-1)    , 2016-038A , 2025-10-03T08:51:52.161408,  1.0027165 , 0.0001853   ,      0.018 ,       193.0303,          308.2213,      78.7788,            0.0, U                  ,      41588.0,          999.0,       3413.0, 0.0           , 0.0            , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41588U 16038A   25277.43985079  .00000000  00000-0  00000+0 0  9991, 2 41588   0.0202 195.7656 0001745 297.0721 113.6219  1.00268250 34145, ABS 2A                     , YES
41589, 41589 2016-038   2016-038B , P        , EUTELSAT 117 WEST B         , EUTELSAT 117 West B         , 2016 Jun 15, S41590      , 2016 Jun 15 1459   , Earth  , -                  , O      -      , EUTAM       , MX    , ADST        , BSS-702SP        , XIPS-25     , 1963     , 1500    ? , 1963     , 4.8   , 2.1    , 32.6   , Box + 2 Pan              , 2016 Jun 17, 394    , 62755 , 24.64 , HEO    -           , ACTIVE, EUTELSAT 117 WEST B     , 2016-038B , 2025-10-03T06:40:56.263872,  1.00271839, 2.646e-05   ,      0.0234,        40.1613,          221.833 ,      93.4695,            0.0, U                  ,      41589.0,          999.0,       3408.0, 0.0           , -1.1e-07       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41589U 16038B   25276.27842898 -.00000011  00000-0  00000-0 0  9998, 2 41589   0.0234  40.1613 0000265 221.8330  93.4695  1.00271839 34087, EUTELSAT 117W B            , YES
