JCAT , SatcatLaunch_Tag Piece     , Type     , Name                        , PLName                      , LDate      , Parent      , SDate              , Primary, DDate              , Status Dest   , Owner       , State , Manufacturer, Bus              , Motor       , Mass     , DryMass   , TotMass  , Length, Diamete, Span   , Shape                    , ODate      , Perigee, Apogee, Inc   , OpOrbitOQU AltNames, STATUS, OBJECT_NAME             , OBJECT_ID , EPOCH                     , MEAN_MOTION, ECCENTRICITY, INCLINATION, RA_OF_ASC_NODE, ARG_OF_PERICENTER, MEAN_ANOMALY, EPHEMERIS_TYPE, CLASSIFICATION_TYPE, NORAD_CAT_ID, ELEMENT_SET_NO, REV_AT_EPOCH, BSTAR         , MEAN_MOTION_DOT, MEAN_MOTION_DDOT, LAST_UPDATED       , DATA_SOURCE               , TLE_LINE1                                                            , TLE_LINE2                                                            , N2YO_SAT_NAME              , TLE_FETCHED
41591, 41591 2016-039   2016-039A , P        , BRISat                      , BRISat                      , 2016 Jun 18, S41593      , 2016 Jun 18 2220   , Earth  , -                  , O      -      , BRID        , ID    , SSL         , SSL-1300         , R-4D        , 3540     , 2000    ? , 3540     , 3.0  ?, 2.8  ? , 31.0  ?, Box+2 pan + dish         , 2016 Jul 19, 35784  , 35792 , 0.02  , GEO/S  -           , ACTIVE, BRISAT                  , 2016-039A , 2025-10-03T09:56:38.587200,  1.00271683, 0.00022918  ,      0.0146,       240.1937,          302.1805,     129.6712,            0.0, U                  ,      41591.0,          999.0,       3403.0, 0.0           , -1.96e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41591U 16039A   25276.41433550 -.00000196  00000-0  00000-0 0  9993, 2 41591   0.0146 240.1937 0002292 302.1805 129.6712  1.00271683 34039, BRISAT                     , YES
41592, 41592 2016-039   2016-039B , P        , Echostar XVIII              , Echostar 18                 , 2016 Jun 18, S41594      , 2016 Jun 18 2207   , Earth  , -                  , O      -      , DISH        , US    , SSL         , SSL-1300         , R-4D-15-300 , 6300     , 3500    ? , 6300     , 5.6  ?, 2.8  ? , 31.0  ?, Box+2 panels             , 2016 Jul 19, 35776  , 35797 , 0.05  , GEO/S  -           , ACTIVE, ECHOSTAR 18             , 2016-039B , 2025-10-03T11:38:36.172032,  1.0026803 , 0.00016745  ,      0.0245,       184.9034,            8.1849,     292.6563,            0.0, U                  ,      41592.0,          999.0,       3405.0, 0.0           , 0.0            , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41592U 16039B   25277.51160078  .00000000  00000-0  00000+0 0  9990, 2 41592   0.0241 189.1148 0001665   6.2029 300.9584  1.00266606 34068, ECHOSTAR XVIII             , YES
41599, 41599 2016-040   2016-040A , P        , Cartosat-2 Series Satellite , Cartosat-2C                 , 2016 Jun 22, S41621      , 2016 Jun 22 0412   , Earth  , -                  , O      -      , ISRO        , IN    , ISRO        , IRS-2            , AOCS        , 727      , 600    ?  , 727      , 2.0  ?, 2.0  ? , 6.0  ? , Hex Cyl + 2 Pan          , 2016 Jun 24, 500    , 518   , 97.51 , LLEO/S -           , ACTIVE, CARTOSAT-2C             , 2016-040A , 2025-10-02T11:10:17.350176, 15.19245084, 0.0010739   ,     97.4105,       333.5816,          314.7233,      45.3127,            0.0, U                  ,      41599.0,          999.0,      51458.0, 0.00088893    , 0.00018725     , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41599U 16040A   25277.50725938  .00008985  00000-0  42847-3 0  9999, 2 41599  97.4106 335.5848 0010617 306.9247  53.1014 15.19271236514897, CARTOSAT 2C                , YES
41601, 41601 2016-040   2016-040C , P        , SkySat C1                   , SkySat C1 (3)               , 2016 Jun 22, S41620      , 2016 Jun 22 0414   , Earth  , -                  , O      -      , TBELLA      , US    , SSL         , SkySat-Gen2      , -           , 110      , 110       , 110      , 1.2  ?, 0.5  ? , 0.5  ? , Box                      , 2016 Jun 24, 499    , 515   , 97.51 , LLEO/S -           , ACTIVE, SKYSAT-C1               , 2016-040C , 2025-10-03T08:38:39.630624, 15.30807472, 0.00021197  ,     96.9944,       317.3841,          177.5057,     182.6196,            0.0, U                  ,      41601.0,          999.0,      51850.0, 0.00060952521 , 0.000181       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41601U 16040C   25276.36018091  .00018100  00000-0  60953-3 0  9999, 2 41601  96.9944 317.3841 0002120 177.5057 182.6196 15.30807472518508, SKYSAT C1                  , YES
41603, 41603 2016-040   2016-040E , P        , LAPAN-A3                    , LAPAN-A3                    , 2016 Jun 22, S41620      , 2016 Jun 22 0413   , Earth  , -                  , O      -      , LAPAN       , ID    , LAPAN       , Tubsat           , -           , 120      , 120       , 120      , 0.5   , 0.2    , 0.5    , Box                      , 2016 Jun 24, 500    , 517   , 97.51 , LLEO/S -           , ACTIVE, LAPAN-A3                , 2016-040E , 2025-10-03T15:16:40.811808, 15.30761252, 0.00097999  ,     97.1425,       276.7812,          204.6629,     155.4145,            0.0, U                  ,      41603.0,          999.0,      51553.0, 0.00025830769 , 7.617e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41603U 16040E   25277.55175249  .00007100  00000-0  24085-3 0  9996, 2 41603  97.1423 277.6623 0009917 201.0900 158.9934 15.30773822515674, LAPAN A3                   , YES
41604, 41604 2016-040   2016-040F , P        , BIROS                       , BIROS                       , 2016 Jun 22, S41620      , 2016 Jun 22 0413   , Earth  , -                  , O      -      , DLR2        , D     , ASTFN/KTHR  , TET-X            , -           , 130      , 130       , 130      , 0.7   , 0.6    , 1.8    , Box+ 2 pan               , 2016 Jun 24, 500    , 516   , 97.51 , LLEO/S -           , ACTIVE, BIROS                   , 2016-040F , 2025-10-03T12:31:29.354592, 15.71837873, 0.00061566  ,     97.0803,       306.1935,           98.0328,     262.1635,            0.0, U                  ,      41604.0,          999.0,      51764.0, 0.00069942942 , 0.0009138      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41604U 16040F   25276.52186753  .00091380  00000-0  69943-3 0  9990, 2 41604  97.0803 306.1935 0006157  98.0328 262.1635 15.71837873517648, BIROS                      , YES
41605, 41605 2016-040   2016-040G , P        , M3MSat                      , exactView-7                 , 2016 Jun 22, S41620      , 2016 Jun 22 0414   , Earth  , -                  , O      -      , DND/EXEA    , CA    , COMDH       , MMMS             , -           , 85       , 85        , 85       , 0.8   , 0.6    , 0.8    , Box                      , 2016 Jun 24, 500    , 515   , 97.51 , LLEO/S -           , ACTIVE, M3MSAT                  , 2016-040G , 2025-10-03T13:00:21.259008, 15.7684553 , 0.0006216   ,     97.0692,       303.5678,          111.5416,     248.6514,            0.0, U                  ,      41605.0,          999.0,      51749.0, 0.00083136365 , 0.00135403     , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41605U 16040G   25276.54191272  .00135403  00000-0  83136-3 0  9990, 2 41605  97.0692 303.5678 0006216 111.5416 248.6514 15.76845530517497, M3MSAT                     , YES
41622, 41622 2016-041   2016-041A , P        , MUOS 5                      , MUOS SV 3                   , 2016 Jun 24, S41623      , 2016 Jun 24 1723   , Earth  , -                  , O      -      , SPAWSD      , US    , LMSS/LMCSS  , A2100            , BT-4        , 6800     , 3800      , 6800     , 7.9   , 4.3    , 28.7   , Box + 2 Pan + Dish       , 2016 Jul 29, 15268  , 35789 , 9.80  , MEO    -           , ACTIVE, MUOS-5                  , 2016-041A , 2025-10-03T13:08:19.953024,  1.00273311, 0.02020029  ,      2.7785,       298.0534,          260.7158,     265.863 ,            0.0, U                  ,      41622.0,          999.0,       3451.0, 0.0           , -1.27e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41622U 16041A   25277.47522051 -.00000126  00000-0  00000+0 0  9995, 2 41622   2.7763 298.0619 0202043 260.7639 240.7221  1.00273179 34523, MUOS 5                     , YES
41634, 41634 2016-043   2016-043A , P        , Shi Jian 16 02 xing         , Shi Jian 16 hao 02 xing     , 2016 Jun 29, S41635      , 2016 Jun 29 0335?  , Earth  , -                  , O      -      , NSMC        , CN    , SISE        , SJ-16            , -           , 2000    ?, 2000    ? , 2000    ?, 4.0  ?, 2.0  ? , 10.0  ?, Box + 2 Pan?             , 2016 Jul  1, 596    , 616   , 75.00 , LEO/I  -           , ACTIVE, SJ 16-02                , 2016-043A , 2025-10-03T15:19:07.802400, 14.92355426, 0.00080066  ,     75.0018,        44.2433,          301.7188,      58.3219,            0.0, U                  ,      41634.0,          999.0,      50285.0, 0.00053021194 , 5.402e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41634U 16043A   25277.50978253  .00004474  00000-0  43964-3 0  9992, 2 41634  75.0021  42.5964 0008048 299.8319  60.2069 14.92362663502985, SJ 16-02                   , YES
41937, 41937 2017-004   2017-004A , P ------c, SBIRS GEO-4                 , SBIRS GEO SV4               , 2017 Jan 21, S41938      , 2017 Jan 21 0215   , Earth  , -                  , O      -      , AFSPC       , US    , LMSS        , A2100            , Leros 1C?   , 4500    ?, 2500    ? , 4500    ?, 6.0  ?, 2.5  ? , 25.0  ?, Box + 2 Pan              , 2017 Feb 21, 35779  , 35795 , 0.01  , GEO/S  -   USA 273 , ACTIVE, SBIRS GEO-4 (USA 273)   , 2017-004A , 2025-10-03T13:44:53.947104,  1.0027245 , 0.00018942  ,      1.7915,        33.545 ,          158.2945,      47.861 ,            0.0, U                  ,      41937.0,          999.0,       3202.0, 0.0           , 1.26e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41937U 17004A   25276.57284661  .00000126  00000-0  00000-0 0  9996, 2 41937   1.7915  33.5450 0001894 158.2945  47.8610  1.00272450 32029, SBIRS GEO 3 (USA 273)      , YES
41942, 41942 2017-006   2017-006A , P        , Hispasat 36W-1              , Hispasat AG1                , 2017 Jan 28, S41943      , 2017 Jan 28 0135   , Earth  , -                  , O      -      , HISP        , E     , OHB         , SmallGEO         , S400        , 3220     , 1700      , 3220     , 3.1   , 2.5    , 20.8   , Box+2 pan                , 2017 Feb 28, 35781  , 35793 , 0.06  , GEO/S  -           , ACTIVE, HISPASAT 36W-1          , 2017-006A , 2025-10-03T10:03:07.826976,  1.00270954, 0.00010907  ,      0.0112,        20.0648,          174.1559,     292.9514,            0.0, U                  ,      41942.0,          999.0,       3165.0, 0.0           , -2.44e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41942U 17006A   25276.41884059 -.00000244  00000-0  00000-0 0  9996, 2 41942   0.0112  20.0648 0001091 174.1559 292.9514  1.00270954 31654, HISPASAT 36W-1             , YES
41944, 41944 2017-007   2017-007A , P        , Telkom-3S                   , Telkom 3S                   , 2017 Feb 14, S41946      , 2017 Feb 14 2218   , Earth  , -                  , O      -      , TELK        , ID    , THALES      , Spacebus 4000B2  , S400        , 3500     , 2000    ? , 3500     , 5.5  ?, 2.0    , 37.0  ?, Box + 2 panels           , 2017 Feb 21, 35527  , 35778 , 0.03  , GEO/D  -           , ACTIVE, TELKOM 3S               , 2017-007A , 2025-10-03T14:12:35.184096,  1.00273039, 0.00024556  ,      0.0189,       143.6668,           56.0088,     144.036 ,            0.0, U                  ,      41944.0,          999.0,       3156.0, 0.0           , -3.62e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41944U 17007A   25277.44844041 -.00000362  00000-0  00000+0 0  9990, 2 41944   0.0159 132.8715 0002489  68.7045  91.2746  1.00272491 31570, TELKOM 3S                  , YES
41945, 41945 2017-007   2017-007B , P      O , SkyBrasil-1                 , Intelsat IS-32e             , 2017 Feb 14, S41947      , 2017 Feb 14 2206   , Earth  , -                  , O      -      , DTVLA/INTELU, US    , ADST        , Eurostar 3000X   , R-4D?       , 6300    ?, 3000    ? , 6300    ?, 5.5  ?, 2.8  ? , 39.0  ?, Box+2 panels             , 2017 Feb 22, 35619  , 35752 , 0.09  , GEO/D  -           , ACTIVE, INTELSAT 32E (IS-32E)   , 2017-007B , 2025-10-03T09:17:38.712768,  1.00273025, 3.171e-05   ,      0.0184,       116.0293,          276.2516,      76.3088,            0.0, U                  ,      41945.0,          999.0,       3165.0, 0.0           , -2.68e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41945U 17007B   25276.38725362 -.00000268  00000-0  00000-0 0  9993, 2 41945   0.0184 116.0293 0000317 276.2516  76.3088  1.00273025 31657, INTELSAT 32E (SKY BRASIL 1), YES
41948, 41948 2017-008   2017-008A , P        , Cartosat-2 Series Satellite , Cartosat-2D                 , 2017 Feb 15, S42052      , 2017 Feb 15 0415   , Earth  , -                  , O      -      , ISRO        , IN    , ISRO        , IRS-2            , AOCS        , 714      , 639       , 714      , 3.5  ?, 2.0  ? , 8.0  ? , Hex Cyl + 2 Pan          , 2017 Feb 15, 491    , 508   , 97.51 , LLEO/S -           , ACTIVE, CARTOSAT-2D             , 2017-008A , 2025-10-02T10:25:10.174656, 15.19311902, 0.0005638   ,     97.45  ,       333.9723,           65.7703,     294.412 ,            0.0, U                  ,      41948.0,          999.0,      47844.0, 0.0010381     , 0.00021906     , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 41948U 17008A   25277.47583896  .00008695  00000-0  41444-3 0  9993, 2 41948  97.4497 335.9862 0005502  60.3938 299.7844 15.19335647478753, CARTOSAT 2D                , YES
42063, 42063 2017-013   2017-013A , P        , Sentinel-2B                 , Sentinel-2B                 , 2017 Mar  7, S42064      , 2017 Mar  7 0257   , Earth  , -                  , O      -      , COPERN/ESA  , I-EU  , ADSB        , Sentinel-2       , AOCS        , 1130     , 1063      , 1130     , 3.4   , 1.8    , 5.0  ? , Box + 1 panel            , 2017 Mar  7, 777    , 779   , 98.56 , LEO/S  -           , ACTIVE, SENTINEL-2B             , 2017-013A , 2025-10-03T15:13:04.853280, 14.308212  , 0.00010637  ,     98.5697,       350.0936,           90.8751,     269.2554,            0.0, U                  ,      42063.0,          999.0,      44795.0, 0.00017354747 , 4.11e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 42063U 17013A   25277.47324259  .00000340  00000-0  14629-3 0  9998, 2 42063  98.5696 350.9208 0001056  91.0431 269.0872 14.30821592448079, SENTINEL 2B                , YES
42070, 42070 2017-014   2017-014A , P        , Echostar 23                 , Echostar 23                 , 2017 Mar 16, S42071      , 2017 Mar 16 0634   , Earth  , 2019 Jul?          , N      -      , ECHOC       , US    , SSL         , SSL-1300         , R-4D-15-300 , 5600    ?, 3500      , 5600    ?, 5.6  ?, 2.8  ? , 31.0  ?, Box+2 panels             , 2017 Mar 18, 3924   , 35884 , 13.69 , GTO    -           , ACTIVE, ECHOSTAR 23             , 2017-014A , 2025-10-03T13:07:35.024160,  1.00271493, 0.00021575  ,      0.0168,       198.9172,          354.1563,     266.4453,            0.0, U                  ,      42070.0,          999.0,       3134.0, 0.0           , -5.7e-07       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 42070U 17014A   25277.46913692 -.00000056  00000-0  00000+0 0  9990, 2 42070   0.0187 190.3971 0002118   5.4431 236.5814  1.00270498 31352, ECHOSTAR 23                , YES
42075, 42075 2017-016   2017-016A , P ------c, WGS SV-9                    , Wideband Global Satcom 9    , 2017 Mar 19, S42076      , 2017 Mar 19 0059   , Earth  , -                  , O      -      , AFSMC       , US    , BOES        , BSS-702HP        , R-4D-15-375 , 6000    ?, 3400    ? , 6000     , 6.0  ?, 3.0  ? , 40.9   , Box + 2 pan              , 2017 Mar 19, 433    , 44364 , 27.00 , HEO    -   USA 275 , ACTIVE, WGS F9 (USA 275)        , 2017-016A , 2025-10-03T08:27:09.529632,  1.00268301, 3.68e-05    ,      0.0228,       192.3728,          326.4552,     328.2184,            0.0, U                  ,      42075.0,          999.0,       3132.0, 0.0           , 0.0            , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 42075U 17016A   25276.35219363  .00000000  00000-0  00000-0 0  9997, 2 42075   0.0228 192.3728 0000368 326.4552 328.2184  1.00268301 31326, WGS 9 (USA 275)            , YES
42432, 42432 2017-017   2017-017A , P      O , SES-10                      , SES-10                      , 2017 Mar 30, S42433      , 2017 Mar 30 2259   , Earth  , -                  , O      -      , SESSL       , UK    , ADSB        , Eurostar 3000    , R-4D-15     , 5300     , 3000    ? , 5300     , 7.0  ?, 3.3    , 35.0  ?, Box + 2 pan              , 2017 Apr  4, 31185  , 35722 , 0.79  , MEO    -           , ACTIVE, SES-10                  , 2017-017A , 2025-10-03T13:19:48.852192,  1.00272465, 0.0002709   ,      0.0435,        30.988 ,          162.2   ,     312.3958,            0.0, U                  ,      42432.0,          999.0,       3117.0, 0.0           , -2.72e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 42432U 17017A   25277.41177066 -.00000272  00000-0  00000+0 0  9997, 2 42432   0.0441  30.7719 0002730 164.8285 259.1130  1.00272001 31175, SES-10                     , YES
42662, 42662 2017-018   2017-018A , P        , Shi Jian 13                 , Zhongxing 16                , 2017 Apr 12, S42663      , 2017 Apr 12 1129?  , Earth  , -                  , O      -      , CAST        , CN    , CAST?       , DFH-3B           , LIPS-200    , 4600     , 2500    ? , 4600     , 5.0  ?, 2.5  ? , 30.0  ?, Box + 2 Pan              , 2017 Apr 25, 35768  , 35805 , 0.07  , GEO/S  -   ZX-16   , ACTIVE, CHINASAT 16 (SJ-13)     , 2017-018A , 2025-10-01T14:18:39.642624,  1.00273393, 0.00070737  ,      0.0405,        94.1891,          139.6577,     101.952 ,            0.0, U                  ,      42662.0,          999.0,       3114.0, 0.0           , -3.51e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 42662U 17018A   25274.59629216 -.00000351  00000-0  00000-0 0  9997, 2 42662   0.0405  94.1891 0007074 139.6577 101.9520  1.00273393 31144, CHINASAT 16                , YES
